node,profile,nid,spot.channel,Min time/rank,Max time/rank,Avg time/rank,Total time,Calls/rank (min),Calls/rank (avg),Calls/rank (max),Calls (total),Min time/rank (exc),Max time/rank (exc),Avg time/rank (exc),Total time (exc),name
"{'name': 'Kokkos::View::initialization [Nodes] via memset', 'type': 'function'}",1024118826,183.0,regionprofile,7.0993e-05,7.0993e-05,7.0993e-05,7.0993e-05,1.0,1.0,1.0,1.0,4.075e-05,4.075e-05,4.075e-05,4.075e-05,Kokkos::View::initialization [Nodes] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,184.0,regionprofile,3.0243e-05,3.0243e-05,3.0243e-05,3.0243e-05,3.0,3.0,3.0,3.0,3.0243e-05,3.0243e-05,3.0243e-05,3.0243e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::ViewCopy-1D', 'type': 'function'}",1024118826,185.0,regionprofile,0.000140721,0.000140721,0.000140721,0.000140721,2.0,2.0,2.0,2.0,8.2502e-05,8.2502e-05,8.2502e-05,8.2502e-05,Kokkos::ViewCopy-1D
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,186.0,regionprofile,5.8219e-05,5.8219e-05,5.8219e-05,5.8219e-05,6.0,6.0,6.0,6.0,5.8219e-05,5.8219e-05,5.8219e-05,5.8219e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::resize(View)', 'type': 'function'}",1024118826,187.0,regionprofile,5.5945e-05,5.5945e-05,5.5945e-05,5.5945e-05,6.0,6.0,6.0,6.0,5.5945e-05,5.5945e-05,5.5945e-05,5.5945e-05,Kokkos::resize(View)
"{'name': 'Kokkos::Cuda: backend fence before async free', 'type': 'function'}",1024118826,188.0,regionprofile,5.1929e-05,5.1929e-05,5.1929e-05,5.1929e-05,2.0,2.0,2.0,2.0,5.1929e-05,5.1929e-05,5.1929e-05,5.1929e-05,Kokkos::Cuda: backend fence before async free
"{'name': 'Kokkos::Cuda: backend fence after async free', 'type': 'function'}",1024118826,189.0,regionprofile,3.0897e-05,3.0897e-05,3.0897e-05,3.0897e-05,2.0,2.0,2.0,2.0,3.0897e-05,3.0897e-05,3.0897e-05,3.0897e-05,Kokkos::Cuda: backend fence after async free
"{'name': 'Kokkos::View::initialization [Num chunks for node] via memset', 'type': 'function'}",1024118826,190.0,regionprofile,7.1046e-05,7.1046e-05,7.1046e-05,7.1046e-05,1.0,1.0,1.0,1.0,4.0663e-05,4.0663e-05,4.0663e-05,4.0663e-05,Kokkos::View::initialization [Num chunks for node] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,191.0,regionprofile,3.0383e-05,3.0383e-05,3.0383e-05,3.0383e-05,3.0,3.0,3.0,3.0,3.0383e-05,3.0383e-05,3.0383e-05,3.0383e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 2:Load maps', 'type': 'function'}",1024118826,192.0,regionprofile,0.00936863,0.00936863,0.00936863,0.00936863,1.0,1.0,1.0,1.0,0.000357832,0.000357832,0.000357832,0.000357832,Restore diff 2:Load maps
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,193.0,regionprofile,0.000226182,0.000226182,0.000226182,0.000226182,24.0,24.0,24.0,24.0,0.000226182,0.000226182,0.000226182,0.000226182,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 2:Calculate num chunks', 'type': 'function'}",1024118826,194.0,regionprofile,9.6126e-05,9.6126e-05,9.6126e-05,9.6126e-05,1.0,1.0,1.0,1.0,6.4716e-05,6.4716e-05,6.4716e-05,6.4716e-05,Restore diff 2:Calculate num chunks
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,195.0,regionprofile,3.141e-05,3.141e-05,3.141e-05,3.141e-05,3.0,3.0,3.0,3.0,3.141e-05,3.141e-05,3.141e-05,3.141e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 2:Calc offsets', 'type': 'function'}",1024118826,196.0,regionprofile,0.000132678,0.000132678,0.000132678,0.000132678,1.0,1.0,1.0,1.0,0.000101321,0.000101321,0.000101321,0.000101321,Restore diff 2:Calc offsets
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,197.0,regionprofile,3.1357e-05,3.1357e-05,3.1357e-05,3.1357e-05,3.0,3.0,3.0,3.0,3.1357e-05,3.1357e-05,3.1357e-05,3.1357e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 2:Restart Hashtree distinct', 'type': 'function'}",1024118826,198.0,regionprofile,0.00173211,0.00173211,0.00173211,0.00173211,1.0,1.0,1.0,1.0,6.0988e-05,6.0988e-05,6.0988e-05,6.0988e-05,Restore diff 2:Restart Hashtree distinct
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,199.0,regionprofile,0.00167112,0.00167112,0.00167112,0.00167112,3.0,3.0,3.0,3.0,0.00167112,0.00167112,0.00167112,0.00167112,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'SharedAllocationRecord<Kokkos::CudaSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace', 'type': 'function'}",1024118826,200.0,regionprofile,1.5419e-05,1.5419e-05,1.5419e-05,1.5419e-05,1.0,1.0,1.0,1.0,1.5419e-05,1.5419e-05,1.5419e-05,1.5419e-05,"SharedAllocationRecord<Kokkos::CudaSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace"
"{'name': 'Kokkos::View::initialization [Repeat entires per diff] via memset', 'type': 'function'}",1024118826,201.0,regionprofile,6.8029e-05,6.8029e-05,6.8029e-05,6.8029e-05,1.0,1.0,1.0,1.0,3.8013e-05,3.8013e-05,3.8013e-05,3.8013e-05,Kokkos::View::initialization [Repeat entires per diff] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,202.0,regionprofile,3.0016e-05,3.0016e-05,3.0016e-05,3.0016e-05,3.0,3.0,3.0,3.0,3.0016e-05,3.0016e-05,3.0016e-05,3.0016e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::Impl::ViewValueFunctor: View init/destroy fence', 'type': 'function'}",1024118826,203.0,regionprofile,1.3613e-05,1.3613e-05,1.3613e-05,1.3613e-05,1.0,1.0,1.0,1.0,1.3613e-05,1.3613e-05,1.3613e-05,1.3613e-05,Kokkos::Impl::ViewValueFunctor: View init/destroy fence
"{'name': 'Restore diff 2:Load repeat map', 'type': 'function'}",1024118826,204.0,regionprofile,9.0408e-05,9.0408e-05,9.0408e-05,9.0408e-05,1.0,1.0,1.0,1.0,5.8741e-05,5.8741e-05,5.8741e-05,5.8741e-05,Restore diff 2:Load repeat map
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,205.0,regionprofile,3.1667e-05,3.1667e-05,3.1667e-05,3.1667e-05,3.0,3.0,3.0,3.0,3.1667e-05,3.1667e-05,3.1667e-05,3.1667e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 2:Repeat offsets', 'type': 'function'}",1024118826,206.0,regionprofile,0.000113548,0.000113548,0.000113548,0.000113548,1.0,1.0,1.0,1.0,8.1999e-05,8.1999e-05,8.1999e-05,8.1999e-05,Restore diff 2:Repeat offsets
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,207.0,regionprofile,3.1549e-05,3.1549e-05,3.1549e-05,3.1549e-05,3.0,3.0,3.0,3.0,3.1549e-05,3.1549e-05,3.1549e-05,3.1549e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 2:Restart Hash tree repeats middle diffs', 'type': 'function'}",1024118826,208.0,regionprofile,0.00652269,0.00652269,0.00652269,0.00652269,1.0,1.0,1.0,1.0,6.0473e-05,6.0473e-05,6.0473e-05,6.0473e-05,Restore diff 2:Restart Hash tree repeats middle diffs
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,209.0,regionprofile,0.00646222,0.00646222,0.00646222,0.00646222,3.0,3.0,3.0,3.0,0.00646222,0.00646222,0.00646222,0.00646222,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 2:Fill chunks', 'type': 'function'}",1024118826,210.0,regionprofile,0.00447925,0.00447925,0.00447925,0.00447925,1.0,1.0,1.0,1.0,0.000263481,0.000263481,0.000263481,0.000263481,Restore diff 2:Fill chunks
"{'name': 'Kokkos::deep_copy: scalar copy, pre copy fence', 'type': 'function'}",1024118826,211.0,regionprofile,5.6987e-05,5.6987e-05,5.6987e-05,5.6987e-05,6.0,6.0,6.0,6.0,5.6987e-05,5.6987e-05,5.6987e-05,5.6987e-05,"Kokkos::deep_copy: scalar copy, pre copy fence"
"{'name': 'Kokkos::deep_copy: scalar copy, post copy fence', 'type': 'function'}",1024118826,212.0,regionprofile,5.6698e-05,5.6698e-05,5.6698e-05,5.6698e-05,6.0,6.0,6.0,6.0,5.6698e-05,5.6698e-05,5.6698e-05,5.6698e-05,"Kokkos::deep_copy: scalar copy, post copy fence"
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,213.0,regionprofile,5.5877e-05,5.5877e-05,5.5877e-05,5.5877e-05,6.0,6.0,6.0,6.0,5.5877e-05,5.5877e-05,5.5877e-05,5.5877e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 2:Fill data middle diffs', 'type': 'function'}",1024118826,214.0,regionprofile,0.00398618,0.00398618,0.00398618,0.00398618,1.0,1.0,1.0,1.0,6.1958e-05,6.1958e-05,6.1958e-05,6.1958e-05,Restore diff 2:Fill data middle diffs
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,215.0,regionprofile,0.00392422,0.00392422,0.00392422,0.00392422,3.0,3.0,3.0,3.0,0.00392422,0.00392422,0.00392422,0.00392422,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::deep_copy: copy between contiguous views, pre view equality check', 'type': 'function'}",1024118826,216.0,regionprofile,2.9697e-05,2.9697e-05,2.9697e-05,2.9697e-05,3.0,3.0,3.0,3.0,2.9697e-05,2.9697e-05,2.9697e-05,2.9697e-05,"Kokkos::deep_copy: copy between contiguous views, pre view equality check"
"{'name': 'Kokkos::deep_copy: copy between contiguous views, post deep copy fence', 'type': 'function'}",1024118826,217.0,regionprofile,3.0331e-05,3.0331e-05,3.0331e-05,3.0331e-05,3.0,3.0,3.0,3.0,3.0331e-05,3.0331e-05,3.0331e-05,3.0331e-05,"Kokkos::deep_copy: copy between contiguous views, post deep copy fence"
"{'name': 'HostSpace::impl_deallocate before free', 'type': 'function'}",1024118826,218.0,regionprofile,8.6887e-05,8.6887e-05,8.6887e-05,8.6887e-05,9.0,9.0,9.0,9.0,8.6887e-05,8.6887e-05,8.6887e-05,8.6887e-05,HostSpace::impl_deallocate before free
"{'name': 'Restore diff 1', 'type': 'function'}",1024118826,219.0,regionprofile,0.0439102,0.0439102,0.0439102,0.0439102,1.0,1.0,1.0,1.0,0.00016594,0.00016594,0.00016594,0.00016594,Restore diff 1
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,220.0,regionprofile,0.000138604,0.000138604,0.000138604,0.000138604,15.0,15.0,15.0,15.0,0.000138604,0.000138604,0.000138604,0.000138604,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 1:Read diff', 'type': 'function'}",1024118826,221.0,regionprofile,0.00865023,0.00865023,0.00865023,0.00865023,1.0,1.0,1.0,1.0,0.00523349,0.00523349,0.00523349,0.00523349,Restore diff 1:Read diff
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,222.0,regionprofile,8.9863e-05,8.9863e-05,8.9863e-05,8.9863e-05,9.0,9.0,9.0,9.0,8.9863e-05,8.9863e-05,8.9863e-05,8.9863e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::View::initialization [Buffer] via memset', 'type': 'function'}",1024118826,223.0,regionprofile,0.000333569,0.000333569,0.000333569,0.000333569,1.0,1.0,1.0,1.0,4.2392e-05,4.2392e-05,4.2392e-05,4.2392e-05,Kokkos::View::initialization [Buffer] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,224.0,regionprofile,0.000291177,0.000291177,0.000291177,0.000291177,3.0,3.0,3.0,3.0,0.000291177,0.000291177,0.000291177,0.000291177,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::ViewCopy-1D', 'type': 'function'}",1024118826,225.0,regionprofile,0.00296446,0.00296446,0.00296446,0.00296446,1.0,1.0,1.0,1.0,4.2004e-05,4.2004e-05,4.2004e-05,4.2004e-05,Kokkos::ViewCopy-1D
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,226.0,regionprofile,0.00292246,0.00292246,0.00292246,0.00292246,3.0,3.0,3.0,3.0,0.00292246,0.00292246,0.00292246,0.00292246,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::resize(View)', 'type': 'function'}",1024118826,227.0,regionprofile,2.884e-05,2.884e-05,2.884e-05,2.884e-05,3.0,3.0,3.0,3.0,2.884e-05,2.884e-05,2.884e-05,2.884e-05,Kokkos::resize(View)
"{'name': 'Restore diff 1:Setup', 'type': 'function'}",1024118826,228.0,regionprofile,0.023094,0.023094,0.023094,0.023094,1.0,1.0,1.0,1.0,0.0200251,0.0200251,0.0200251,0.0200251,Restore diff 1:Setup
"{'name': 'Kokkos::deep_copy: copy between contiguous views, pre view equality check', 'type': 'function'}",1024118826,229.0,regionprofile,2.9357e-05,2.9357e-05,2.9357e-05,2.9357e-05,3.0,3.0,3.0,3.0,2.9357e-05,2.9357e-05,2.9357e-05,2.9357e-05,"Kokkos::deep_copy: copy between contiguous views, pre view equality check"
"{'name': 'Kokkos::deep_copy: copy between contiguous views, post deep copy fence', 'type': 'function'}",1024118826,230.0,regionprofile,5.5415e-05,5.5415e-05,5.5415e-05,5.5415e-05,3.0,3.0,3.0,3.0,5.5415e-05,5.5415e-05,5.5415e-05,5.5415e-05,"Kokkos::deep_copy: copy between contiguous views, post deep copy fence"
"{'name': 'Kokkos::Cuda: backend fence before async free', 'type': 'function'}",1024118826,231.0,regionprofile,4.1859e-05,4.1859e-05,4.1859e-05,4.1859e-05,3.0,3.0,3.0,3.0,4.1859e-05,4.1859e-05,4.1859e-05,4.1859e-05,Kokkos::Cuda: backend fence before async free
"{'name': 'Kokkos::Cuda: backend fence after async free', 'type': 'function'}",1024118826,232.0,regionprofile,0.00101379,0.00101379,0.00101379,0.00101379,3.0,3.0,3.0,3.0,0.00101379,0.00101379,0.00101379,0.00101379,Kokkos::Cuda: backend fence after async free
"{'name': 'Kokkos::deep_copy: scalar copy, pre copy fence', 'type': 'function'}",1024118826,233.0,regionprofile,0.000305097,0.000305097,0.000305097,0.000305097,33.0,33.0,33.0,33.0,0.000305097,0.000305097,0.000305097,0.000305097,"Kokkos::deep_copy: scalar copy, pre copy fence"
"{'name': 'Kokkos::deep_copy: scalar copy, post copy fence', 'type': 'function'}",1024118826,234.0,regionprofile,0.000304014,0.000304014,0.000304014,0.000304014,33.0,33.0,33.0,33.0,0.000304014,0.000304014,0.000304014,0.000304014,"Kokkos::deep_copy: scalar copy, post copy fence"
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,235.0,regionprofile,0.000335147,0.000335147,0.000335147,0.000335147,36.0,36.0,36.0,36.0,0.000335147,0.000335147,0.000335147,0.000335147,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::ViewFill-1D', 'type': 'function'}",1024118826,236.0,regionprofile,0.000464166,0.000464166,0.000464166,0.000464166,5.0,5.0,5.0,5.0,0.000194918,0.000194918,0.000194918,0.000194918,Kokkos::ViewFill-1D
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,237.0,regionprofile,0.000269248,0.000269248,0.000269248,0.000269248,15.0,15.0,15.0,15.0,0.000269248,0.000269248,0.000269248,0.000269248,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'SharedAllocationRecord<Kokkos::CudaSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace', 'type': 'function'}",1024118826,238.0,regionprofile,1.6507e-05,1.6507e-05,1.6507e-05,1.6507e-05,1.0,1.0,1.0,1.0,1.6507e-05,1.6507e-05,1.6507e-05,1.6507e-05,"SharedAllocationRecord<Kokkos::CudaSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace"
"{'name': 'Kokkos::View::initialization [Write counter] via memset', 'type': 'function'}",1024118826,239.0,regionprofile,6.8118e-05,6.8118e-05,6.8118e-05,6.8118e-05,1.0,1.0,1.0,1.0,3.8104e-05,3.8104e-05,3.8104e-05,3.8104e-05,Kokkos::View::initialization [Write counter] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,240.0,regionprofile,3.0014e-05,3.0014e-05,3.0014e-05,3.0014e-05,3.0,3.0,3.0,3.0,3.0014e-05,3.0014e-05,3.0014e-05,3.0014e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::Impl::ViewValueFunctor: View init/destroy fence', 'type': 'function'}",1024118826,241.0,regionprofile,2.0907e-05,2.0907e-05,2.0907e-05,2.0907e-05,2.0,2.0,2.0,2.0,2.0907e-05,2.0907e-05,2.0907e-05,2.0907e-05,Kokkos::Impl::ViewValueFunctor: View init/destroy fence
"{'name': 'Kokkos::View::initialization [Write counter_mirror] via memset', 'type': 'function'}",1024118826,242.0,regionprofile,7.9035e-05,7.9035e-05,7.9035e-05,7.9035e-05,1.0,1.0,1.0,1.0,4.2384e-05,4.2384e-05,4.2384e-05,4.2384e-05,Kokkos::View::initialization [Write counter_mirror] via memset
"{'name': 'HostSpace fence', 'type': 'function'}",1024118826,243.0,regionprofile,8.451e-06,8.451e-06,8.451e-06,8.451e-06,1.0,1.0,1.0,1.0,8.451e-06,8.451e-06,8.451e-06,8.451e-06,HostSpace fence
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,244.0,regionprofile,2.82e-05,2.82e-05,2.82e-05,2.82e-05,3.0,3.0,3.0,3.0,2.82e-05,2.82e-05,2.82e-05,2.82e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::View::initialization [Nodes] via memset', 'type': 'function'}",1024118826,245.0,regionprofile,7.1228e-05,7.1228e-05,7.1228e-05,7.1228e-05,1.0,1.0,1.0,1.0,4.063e-05,4.063e-05,4.063e-05,4.063e-05,Kokkos::View::initialization [Nodes] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,246.0,regionprofile,3.0598e-05,3.0598e-05,3.0598e-05,3.0598e-05,3.0,3.0,3.0,3.0,3.0598e-05,3.0598e-05,3.0598e-05,3.0598e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::ViewCopy-1D', 'type': 'function'}",1024118826,247.0,regionprofile,0.000137149,0.000137149,0.000137149,0.000137149,2.0,2.0,2.0,2.0,7.9057e-05,7.9057e-05,7.9057e-05,7.9057e-05,Kokkos::ViewCopy-1D
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,248.0,regionprofile,5.8092e-05,5.8092e-05,5.8092e-05,5.8092e-05,6.0,6.0,6.0,6.0,5.8092e-05,5.8092e-05,5.8092e-05,5.8092e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::resize(View)', 'type': 'function'}",1024118826,249.0,regionprofile,5.5676e-05,5.5676e-05,5.5676e-05,5.5676e-05,6.0,6.0,6.0,6.0,5.5676e-05,5.5676e-05,5.5676e-05,5.5676e-05,Kokkos::resize(View)
"{'name': 'Kokkos::View::initialization [Num chunks for node] via memset', 'type': 'function'}",1024118826,250.0,regionprofile,7.1512e-05,7.1512e-05,7.1512e-05,7.1512e-05,1.0,1.0,1.0,1.0,4.0888e-05,4.0888e-05,4.0888e-05,4.0888e-05,Kokkos::View::initialization [Num chunks for node] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,251.0,regionprofile,3.0624e-05,3.0624e-05,3.0624e-05,3.0624e-05,3.0,3.0,3.0,3.0,3.0624e-05,3.0624e-05,3.0624e-05,3.0624e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 1:Load maps', 'type': 'function'}",1024118826,252.0,regionprofile,0.00787103,0.00787103,0.00787103,0.00787103,1.0,1.0,1.0,1.0,0.000350782,0.000350782,0.000350782,0.000350782,Restore diff 1:Load maps
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,253.0,regionprofile,0.000224662,0.000224662,0.000224662,0.000224662,24.0,24.0,24.0,24.0,0.000224662,0.000224662,0.000224662,0.000224662,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 1:Calculate num chunks', 'type': 'function'}",1024118826,254.0,regionprofile,9.2989e-05,9.2989e-05,9.2989e-05,9.2989e-05,1.0,1.0,1.0,1.0,6.1639e-05,6.1639e-05,6.1639e-05,6.1639e-05,Restore diff 1:Calculate num chunks
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,255.0,regionprofile,3.135e-05,3.135e-05,3.135e-05,3.135e-05,3.0,3.0,3.0,3.0,3.135e-05,3.135e-05,3.135e-05,3.135e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 1:Calc offsets', 'type': 'function'}",1024118826,256.0,regionprofile,0.000129482,0.000129482,0.000129482,0.000129482,1.0,1.0,1.0,1.0,9.8124e-05,9.8124e-05,9.8124e-05,9.8124e-05,Restore diff 1:Calc offsets
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,257.0,regionprofile,3.1358e-05,3.1358e-05,3.1358e-05,3.1358e-05,3.0,3.0,3.0,3.0,3.1358e-05,3.1358e-05,3.1358e-05,3.1358e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 1:Restart Hashtree distinct', 'type': 'function'}",1024118826,258.0,regionprofile,0.00172655,0.00172655,0.00172655,0.00172655,1.0,1.0,1.0,1.0,5.8086e-05,5.8086e-05,5.8086e-05,5.8086e-05,Restore diff 1:Restart Hashtree distinct
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,259.0,regionprofile,0.00166846,0.00166846,0.00166846,0.00166846,3.0,3.0,3.0,3.0,0.00166846,0.00166846,0.00166846,0.00166846,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'SharedAllocationRecord<Kokkos::CudaSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace', 'type': 'function'}",1024118826,260.0,regionprofile,1.5134e-05,1.5134e-05,1.5134e-05,1.5134e-05,1.0,1.0,1.0,1.0,1.5134e-05,1.5134e-05,1.5134e-05,1.5134e-05,"SharedAllocationRecord<Kokkos::CudaSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace"
"{'name': 'Kokkos::View::initialization [Repeat entires per diff] via memset', 'type': 'function'}",1024118826,261.0,regionprofile,6.7831e-05,6.7831e-05,6.7831e-05,6.7831e-05,1.0,1.0,1.0,1.0,3.7963e-05,3.7963e-05,3.7963e-05,3.7963e-05,Kokkos::View::initialization [Repeat entires per diff] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,262.0,regionprofile,2.9868e-05,2.9868e-05,2.9868e-05,2.9868e-05,3.0,3.0,3.0,3.0,2.9868e-05,2.9868e-05,2.9868e-05,2.9868e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::Impl::ViewValueFunctor: View init/destroy fence', 'type': 'function'}",1024118826,263.0,regionprofile,1.363e-05,1.363e-05,1.363e-05,1.363e-05,1.0,1.0,1.0,1.0,1.363e-05,1.363e-05,1.363e-05,1.363e-05,Kokkos::Impl::ViewValueFunctor: View init/destroy fence
"{'name': 'Restore diff 1:Load repeat map', 'type': 'function'}",1024118826,264.0,regionprofile,8.7289e-05,8.7289e-05,8.7289e-05,8.7289e-05,1.0,1.0,1.0,1.0,5.6216e-05,5.6216e-05,5.6216e-05,5.6216e-05,Restore diff 1:Load repeat map
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,265.0,regionprofile,3.1073e-05,3.1073e-05,3.1073e-05,3.1073e-05,3.0,3.0,3.0,3.0,3.1073e-05,3.1073e-05,3.1073e-05,3.1073e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
