node,profile,nid,spot.channel,Min time/rank,Max time/rank,Avg time/rank,Total time,Calls/rank (min),Calls/rank (avg),Calls/rank (max),Calls (total),Min time/rank (exc),Max time/rank (exc),Avg time/rank (exc),Total time (exc),name
"{'name': 'Restore diff 1:Repeat offsets', 'type': 'function'}",1024118826,266.0,regionprofile,0.000111369,0.000111369,0.000111369,0.000111369,1.0,1.0,1.0,1.0,7.9834e-05,7.9834e-05,7.9834e-05,7.9834e-05,Restore diff 1:Repeat offsets
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,267.0,regionprofile,3.1535e-05,3.1535e-05,3.1535e-05,3.1535e-05,3.0,3.0,3.0,3.0,3.1535e-05,3.1535e-05,3.1535e-05,3.1535e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 1:Restart Hash tree repeats middle diffs', 'type': 'function'}",1024118826,268.0,regionprofile,0.00505131,0.00505131,0.00505131,0.00505131,1.0,1.0,1.0,1.0,5.8894e-05,5.8894e-05,5.8894e-05,5.8894e-05,Restore diff 1:Restart Hash tree repeats middle diffs
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,269.0,regionprofile,0.00499242,0.00499242,0.00499242,0.00499242,3.0,3.0,3.0,3.0,0.00499242,0.00499242,0.00499242,0.00499242,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 1:Fill chunks', 'type': 'function'}",1024118826,270.0,regionprofile,0.00399035,0.00399035,0.00399035,0.00399035,1.0,1.0,1.0,1.0,0.000262114,0.000262114,0.000262114,0.000262114,Restore diff 1:Fill chunks
"{'name': 'Kokkos::deep_copy: scalar copy, pre copy fence', 'type': 'function'}",1024118826,271.0,regionprofile,5.6539e-05,5.6539e-05,5.6539e-05,5.6539e-05,6.0,6.0,6.0,6.0,5.6539e-05,5.6539e-05,5.6539e-05,5.6539e-05,"Kokkos::deep_copy: scalar copy, pre copy fence"
"{'name': 'Kokkos::deep_copy: scalar copy, post copy fence', 'type': 'function'}",1024118826,272.0,regionprofile,5.6243e-05,5.6243e-05,5.6243e-05,5.6243e-05,6.0,6.0,6.0,6.0,5.6243e-05,5.6243e-05,5.6243e-05,5.6243e-05,"Kokkos::deep_copy: scalar copy, post copy fence"
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,273.0,regionprofile,5.5683e-05,5.5683e-05,5.5683e-05,5.5683e-05,6.0,6.0,6.0,6.0,5.5683e-05,5.5683e-05,5.5683e-05,5.5683e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 1:Fill data middle diffs', 'type': 'function'}",1024118826,274.0,regionprofile,0.00350061,0.00350061,0.00350061,0.00350061,1.0,1.0,1.0,1.0,6.0047e-05,6.0047e-05,6.0047e-05,6.0047e-05,Restore diff 1:Fill data middle diffs
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,275.0,regionprofile,0.00344056,0.00344056,0.00344056,0.00344056,3.0,3.0,3.0,3.0,0.00344056,0.00344056,0.00344056,0.00344056,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::deep_copy: copy between contiguous views, pre view equality check', 'type': 'function'}",1024118826,276.0,regionprofile,2.9364e-05,2.9364e-05,2.9364e-05,2.9364e-05,3.0,3.0,3.0,3.0,2.9364e-05,2.9364e-05,2.9364e-05,2.9364e-05,"Kokkos::deep_copy: copy between contiguous views, pre view equality check"
"{'name': 'Kokkos::deep_copy: copy between contiguous views, post deep copy fence', 'type': 'function'}",1024118826,277.0,regionprofile,2.9801e-05,2.9801e-05,2.9801e-05,2.9801e-05,3.0,3.0,3.0,3.0,2.9801e-05,2.9801e-05,2.9801e-05,2.9801e-05,"Kokkos::deep_copy: copy between contiguous views, post deep copy fence"
"{'name': 'Restore diff 0', 'type': 'function'}",1024118826,278.0,regionprofile,0.303545,0.303545,0.303545,0.303545,1.0,1.0,1.0,1.0,0.000167175,0.000167175,0.000167175,0.000167175,Restore diff 0
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,279.0,regionprofile,0.000138662,0.000138662,0.000138662,0.000138662,15.0,15.0,15.0,15.0,0.000138662,0.000138662,0.000138662,0.000138662,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 0:Read diff', 'type': 'function'}",1024118826,280.0,regionprofile,0.0241479,0.0241479,0.0241479,0.0241479,1.0,1.0,1.0,1.0,0.019802,0.019802,0.019802,0.019802,Restore diff 0:Read diff
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,281.0,regionprofile,9.0752e-05,9.0752e-05,9.0752e-05,9.0752e-05,9.0,9.0,9.0,9.0,9.0752e-05,9.0752e-05,9.0752e-05,9.0752e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::View::initialization [Buffer] via memset', 'type': 'function'}",1024118826,282.0,regionprofile,0.00123294,0.00123294,0.00123294,0.00123294,1.0,1.0,1.0,1.0,4.2613e-05,4.2613e-05,4.2613e-05,4.2613e-05,Kokkos::View::initialization [Buffer] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,283.0,regionprofile,0.00119033,0.00119033,0.00119033,0.00119033,3.0,3.0,3.0,3.0,0.00119033,0.00119033,0.00119033,0.00119033,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::ViewCopy-1D', 'type': 'function'}",1024118826,284.0,regionprofile,0.00299249,0.00299249,0.00299249,0.00299249,1.0,1.0,1.0,1.0,4.3781e-05,4.3781e-05,4.3781e-05,4.3781e-05,Kokkos::ViewCopy-1D
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,285.0,regionprofile,0.00294871,0.00294871,0.00294871,0.00294871,3.0,3.0,3.0,3.0,0.00294871,0.00294871,0.00294871,0.00294871,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::resize(View)', 'type': 'function'}",1024118826,286.0,regionprofile,2.9694e-05,2.9694e-05,2.9694e-05,2.9694e-05,3.0,3.0,3.0,3.0,2.9694e-05,2.9694e-05,2.9694e-05,2.9694e-05,Kokkos::resize(View)
"{'name': 'Restore diff 0:Setup', 'type': 'function'}",1024118826,287.0,regionprofile,0.080212,0.080212,0.080212,0.080212,1.0,1.0,1.0,1.0,0.0770409,0.0770409,0.0770409,0.0770409,Restore diff 0:Setup
"{'name': 'Kokkos::deep_copy: copy between contiguous views, pre view equality check', 'type': 'function'}",1024118826,288.0,regionprofile,2.9524e-05,2.9524e-05,2.9524e-05,2.9524e-05,3.0,3.0,3.0,3.0,2.9524e-05,2.9524e-05,2.9524e-05,2.9524e-05,"Kokkos::deep_copy: copy between contiguous views, pre view equality check"
"{'name': 'Kokkos::deep_copy: copy between contiguous views, post deep copy fence', 'type': 'function'}",1024118826,289.0,regionprofile,5.5635e-05,5.5635e-05,5.5635e-05,5.5635e-05,3.0,3.0,3.0,3.0,5.5635e-05,5.5635e-05,5.5635e-05,5.5635e-05,"Kokkos::deep_copy: copy between contiguous views, post deep copy fence"
"{'name': 'Kokkos::Cuda: backend fence before async free', 'type': 'function'}",1024118826,290.0,regionprofile,4.2235e-05,4.2235e-05,4.2235e-05,4.2235e-05,3.0,3.0,3.0,3.0,4.2235e-05,4.2235e-05,4.2235e-05,4.2235e-05,Kokkos::Cuda: backend fence before async free
"{'name': 'Kokkos::Cuda: backend fence after async free', 'type': 'function'}",1024118826,291.0,regionprofile,0.00110852,0.00110852,0.00110852,0.00110852,3.0,3.0,3.0,3.0,0.00110852,0.00110852,0.00110852,0.00110852,Kokkos::Cuda: backend fence after async free
"{'name': 'Kokkos::deep_copy: scalar copy, pre copy fence', 'type': 'function'}",1024118826,292.0,regionprofile,0.000304747,0.000304747,0.000304747,0.000304747,33.0,33.0,33.0,33.0,0.000304747,0.000304747,0.000304747,0.000304747,"Kokkos::deep_copy: scalar copy, pre copy fence"
"{'name': 'Kokkos::deep_copy: scalar copy, post copy fence', 'type': 'function'}",1024118826,293.0,regionprofile,0.000305337,0.000305337,0.000305337,0.000305337,33.0,33.0,33.0,33.0,0.000305337,0.000305337,0.000305337,0.000305337,"Kokkos::deep_copy: scalar copy, post copy fence"
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,294.0,regionprofile,0.000338042,0.000338042,0.000338042,0.000338042,36.0,36.0,36.0,36.0,0.000338042,0.000338042,0.000338042,0.000338042,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::ViewFill-1D', 'type': 'function'}",1024118826,295.0,regionprofile,0.000465653,0.000465653,0.000465653,0.000465653,5.0,5.0,5.0,5.0,0.000195303,0.000195303,0.000195303,0.000195303,Kokkos::ViewFill-1D
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,296.0,regionprofile,0.00027035,0.00027035,0.00027035,0.00027035,15.0,15.0,15.0,15.0,0.00027035,0.00027035,0.00027035,0.00027035,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'SharedAllocationRecord<Kokkos::CudaSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace', 'type': 'function'}",1024118826,297.0,regionprofile,1.7007e-05,1.7007e-05,1.7007e-05,1.7007e-05,1.0,1.0,1.0,1.0,1.7007e-05,1.7007e-05,1.7007e-05,1.7007e-05,"SharedAllocationRecord<Kokkos::CudaSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace"
"{'name': 'Kokkos::View::initialization [Write counter] via memset', 'type': 'function'}",1024118826,298.0,regionprofile,7.3323e-05,7.3323e-05,7.3323e-05,7.3323e-05,1.0,1.0,1.0,1.0,4.0814e-05,4.0814e-05,4.0814e-05,4.0814e-05,Kokkos::View::initialization [Write counter] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,299.0,regionprofile,3.2509e-05,3.2509e-05,3.2509e-05,3.2509e-05,3.0,3.0,3.0,3.0,3.2509e-05,3.2509e-05,3.2509e-05,3.2509e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::Impl::ViewValueFunctor: View init/destroy fence', 'type': 'function'}",1024118826,300.0,regionprofile,2.2249e-05,2.2249e-05,2.2249e-05,2.2249e-05,2.0,2.0,2.0,2.0,2.2249e-05,2.2249e-05,2.2249e-05,2.2249e-05,Kokkos::Impl::ViewValueFunctor: View init/destroy fence
"{'name': 'Kokkos::View::initialization [Write counter_mirror] via memset', 'type': 'function'}",1024118826,301.0,regionprofile,7.8633e-05,7.8633e-05,7.8633e-05,7.8633e-05,1.0,1.0,1.0,1.0,4.178e-05,4.178e-05,4.178e-05,4.178e-05,Kokkos::View::initialization [Write counter_mirror] via memset
"{'name': 'HostSpace fence', 'type': 'function'}",1024118826,302.0,regionprofile,8.558e-06,8.558e-06,8.558e-06,8.558e-06,1.0,1.0,1.0,1.0,8.558e-06,8.558e-06,8.558e-06,8.558e-06,HostSpace fence
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,303.0,regionprofile,2.8295e-05,2.8295e-05,2.8295e-05,2.8295e-05,3.0,3.0,3.0,3.0,2.8295e-05,2.8295e-05,2.8295e-05,2.8295e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::View::initialization [Nodes] via memset', 'type': 'function'}",1024118826,304.0,regionprofile,6.7988e-05,6.7988e-05,6.7988e-05,6.7988e-05,1.0,1.0,1.0,1.0,3.7945e-05,3.7945e-05,3.7945e-05,3.7945e-05,Kokkos::View::initialization [Nodes] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,305.0,regionprofile,3.0043e-05,3.0043e-05,3.0043e-05,3.0043e-05,3.0,3.0,3.0,3.0,3.0043e-05,3.0043e-05,3.0043e-05,3.0043e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::ViewCopy-1D', 'type': 'function'}",1024118826,306.0,regionprofile,0.000138471,0.000138471,0.000138471,0.000138471,2.0,2.0,2.0,2.0,7.9612e-05,7.9612e-05,7.9612e-05,7.9612e-05,Kokkos::ViewCopy-1D
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,307.0,regionprofile,5.8859e-05,5.8859e-05,5.8859e-05,5.8859e-05,6.0,6.0,6.0,6.0,5.8859e-05,5.8859e-05,5.8859e-05,5.8859e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::resize(View)', 'type': 'function'}",1024118826,308.0,regionprofile,5.5354e-05,5.5354e-05,5.5354e-05,5.5354e-05,6.0,6.0,6.0,6.0,5.5354e-05,5.5354e-05,5.5354e-05,5.5354e-05,Kokkos::resize(View)
"{'name': 'Kokkos::View::initialization [Num chunks for node] via memset', 'type': 'function'}",1024118826,309.0,regionprofile,6.8356e-05,6.8356e-05,6.8356e-05,6.8356e-05,1.0,1.0,1.0,1.0,3.8319e-05,3.8319e-05,3.8319e-05,3.8319e-05,Kokkos::View::initialization [Num chunks for node] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,310.0,regionprofile,3.0037e-05,3.0037e-05,3.0037e-05,3.0037e-05,3.0,3.0,3.0,3.0,3.0037e-05,3.0037e-05,3.0037e-05,3.0037e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 0:Load maps', 'type': 'function'}",1024118826,311.0,regionprofile,0.193805,0.193805,0.193805,0.193805,1.0,1.0,1.0,1.0,0.00035322,0.00035322,0.00035322,0.00035322,Restore diff 0:Load maps
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,312.0,regionprofile,0.000225522,0.000225522,0.000225522,0.000225522,24.0,24.0,24.0,24.0,0.000225522,0.000225522,0.000225522,0.000225522,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 0:Calculate num chunks', 'type': 'function'}",1024118826,313.0,regionprofile,9.4629e-05,9.4629e-05,9.4629e-05,9.4629e-05,1.0,1.0,1.0,1.0,6.3261e-05,6.3261e-05,6.3261e-05,6.3261e-05,Restore diff 0:Calculate num chunks
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,314.0,regionprofile,3.1368e-05,3.1368e-05,3.1368e-05,3.1368e-05,3.0,3.0,3.0,3.0,3.1368e-05,3.1368e-05,3.1368e-05,3.1368e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 0:Calc offsets', 'type': 'function'}",1024118826,315.0,regionprofile,0.00011437,0.00011437,0.00011437,0.00011437,1.0,1.0,1.0,1.0,8.3096e-05,8.3096e-05,8.3096e-05,8.3096e-05,Restore diff 0:Calc offsets
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,316.0,regionprofile,3.1274e-05,3.1274e-05,3.1274e-05,3.1274e-05,3.0,3.0,3.0,3.0,3.1274e-05,3.1274e-05,3.1274e-05,3.1274e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 0:Restart Hashtree distinct', 'type': 'function'}",1024118826,317.0,regionprofile,0.192662,0.192662,0.192662,0.192662,1.0,1.0,1.0,1.0,5.8464e-05,5.8464e-05,5.8464e-05,5.8464e-05,Restore diff 0:Restart Hashtree distinct
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,318.0,regionprofile,0.192604,0.192604,0.192604,0.192604,3.0,3.0,3.0,3.0,0.192604,0.192604,0.192604,0.192604,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'SharedAllocationRecord<Kokkos::CudaSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace', 'type': 'function'}",1024118826,319.0,regionprofile,1.5675e-05,1.5675e-05,1.5675e-05,1.5675e-05,1.0,1.0,1.0,1.0,1.5675e-05,1.5675e-05,1.5675e-05,1.5675e-05,"SharedAllocationRecord<Kokkos::CudaSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace"
"{'name': 'Kokkos::View::initialization [Repeat entires per diff] via memset', 'type': 'function'}",1024118826,320.0,regionprofile,8.3067e-05,8.3067e-05,8.3067e-05,8.3067e-05,1.0,1.0,1.0,1.0,5.2373e-05,5.2373e-05,5.2373e-05,5.2373e-05,Kokkos::View::initialization [Repeat entires per diff] via memset
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,321.0,regionprofile,3.0694e-05,3.0694e-05,3.0694e-05,3.0694e-05,3.0,3.0,3.0,3.0,3.0694e-05,3.0694e-05,3.0694e-05,3.0694e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::Impl::ViewValueFunctor: View init/destroy fence', 'type': 'function'}",1024118826,322.0,regionprofile,1.389e-05,1.389e-05,1.389e-05,1.389e-05,1.0,1.0,1.0,1.0,1.389e-05,1.389e-05,1.389e-05,1.389e-05,Kokkos::Impl::ViewValueFunctor: View init/destroy fence
"{'name': 'Restore diff 0:Load repeat map', 'type': 'function'}",1024118826,323.0,regionprofile,6.3869e-05,6.3869e-05,6.3869e-05,6.3869e-05,1.0,1.0,1.0,1.0,3.4487e-05,3.4487e-05,3.4487e-05,3.4487e-05,Restore diff 0:Load repeat map
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,324.0,regionprofile,2.9382e-05,2.9382e-05,2.9382e-05,2.9382e-05,3.0,3.0,3.0,3.0,2.9382e-05,2.9382e-05,2.9382e-05,2.9382e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 0:Repeat offsets', 'type': 'function'}",1024118826,325.0,regionprofile,0.000111812,0.000111812,0.000111812,0.000111812,1.0,1.0,1.0,1.0,8.0276e-05,8.0276e-05,8.0276e-05,8.0276e-05,Restore diff 0:Repeat offsets
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,326.0,regionprofile,3.1536e-05,3.1536e-05,3.1536e-05,3.1536e-05,3.0,3.0,3.0,3.0,3.1536e-05,3.1536e-05,3.1536e-05,3.1536e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 0:Restart Hash tree repeats middle diffs', 'type': 'function'}",1024118826,327.0,regionprofile,6.6892e-05,6.6892e-05,6.6892e-05,6.6892e-05,1.0,1.0,1.0,1.0,3.729e-05,3.729e-05,3.729e-05,3.729e-05,Restore diff 0:Restart Hash tree repeats middle diffs
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,328.0,regionprofile,2.9602e-05,2.9602e-05,2.9602e-05,2.9602e-05,3.0,3.0,3.0,3.0,2.9602e-05,2.9602e-05,2.9602e-05,2.9602e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 0:Fill chunks', 'type': 'function'}",1024118826,329.0,regionprofile,0.00507441,0.00507441,0.00507441,0.00507441,1.0,1.0,1.0,1.0,0.000263663,0.000263663,0.000263663,0.000263663,Restore diff 0:Fill chunks
"{'name': 'Kokkos::deep_copy: scalar copy, pre copy fence', 'type': 'function'}",1024118826,330.0,regionprofile,5.6908e-05,5.6908e-05,5.6908e-05,5.6908e-05,6.0,6.0,6.0,6.0,5.6908e-05,5.6908e-05,5.6908e-05,5.6908e-05,"Kokkos::deep_copy: scalar copy, pre copy fence"
"{'name': 'Kokkos::deep_copy: scalar copy, post copy fence', 'type': 'function'}",1024118826,331.0,regionprofile,5.6552e-05,5.6552e-05,5.6552e-05,5.6552e-05,6.0,6.0,6.0,6.0,5.6552e-05,5.6552e-05,5.6552e-05,5.6552e-05,"Kokkos::deep_copy: scalar copy, post copy fence"
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,332.0,regionprofile,5.5689e-05,5.5689e-05,5.5689e-05,5.5689e-05,6.0,6.0,6.0,6.0,5.5689e-05,5.5689e-05,5.5689e-05,5.5689e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Restore diff 0:Fill data middle diffs', 'type': 'function'}",1024118826,333.0,regionprofile,0.00458168,0.00458168,0.00458168,0.00458168,1.0,1.0,1.0,1.0,6.0439e-05,6.0439e-05,6.0439e-05,6.0439e-05,Restore diff 0:Fill data middle diffs
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,334.0,regionprofile,0.00452124,0.00452124,0.00452124,0.00452124,3.0,3.0,3.0,3.0,0.00452124,0.00452124,0.00452124,0.00452124,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::deep_copy: copy between contiguous views, pre view equality check', 'type': 'function'}",1024118826,335.0,regionprofile,2.9907e-05,2.9907e-05,2.9907e-05,2.9907e-05,3.0,3.0,3.0,3.0,2.9907e-05,2.9907e-05,2.9907e-05,2.9907e-05,"Kokkos::deep_copy: copy between contiguous views, pre view equality check"
"{'name': 'Kokkos::deep_copy: copy between contiguous views, post deep copy fence', 'type': 'function'}",1024118826,336.0,regionprofile,3.0011e-05,3.0011e-05,3.0011e-05,3.0011e-05,3.0,3.0,3.0,3.0,3.0011e-05,3.0011e-05,3.0011e-05,3.0011e-05,"Kokkos::deep_copy: copy between contiguous views, post deep copy fence"
"{'name': 'Kokkos::fence: Unnamed Global Fence', 'type': 'function'}",1024118826,337.0,regionprofile,2.9835e-05,2.9835e-05,2.9835e-05,2.9835e-05,3.0,3.0,3.0,3.0,2.9835e-05,2.9835e-05,2.9835e-05,2.9835e-05,Kokkos::fence: Unnamed Global Fence
"{'name': 'HostSpace::impl_deallocate before free', 'type': 'function'}",1024118826,339.0,regionprofile,0.000517246,0.000517246,0.000517246,0.000517246,51.0,51.0,51.0,51.0,0.000517246,0.000517246,0.000517246,0.000517246,HostSpace::impl_deallocate before free
"{'name': 'Kokkos::View::destruction [UnorderedMap - values]', 'type': 'function'}",1024118826,341.0,regionprofile,0.000178382,0.000178382,0.000178382,0.000178382,2.0,2.0,2.0,2.0,0.000105347,0.000105347,0.000105347,0.000105347,Kokkos::View::destruction [UnorderedMap - values]
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,342.0,regionprofile,7.3035e-05,7.3035e-05,7.3035e-05,7.3035e-05,6.0,6.0,6.0,6.0,7.3035e-05,7.3035e-05,7.3035e-05,7.3035e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::Cuda: backend fence before async free', 'type': 'function'}",1024118826,344.0,regionprofile,0.000202544,0.000202544,0.000202544,0.000202544,14.0,14.0,14.0,14.0,0.000202544,0.000202544,0.000202544,0.000202544,Kokkos::Cuda: backend fence before async free
"{'name': 'Kokkos::Cuda: backend fence after async free', 'type': 'function'}",1024118826,346.0,regionprofile,0.00842424,0.00842424,0.00842424,0.00842424,14.0,14.0,14.0,14.0,0.00842424,0.00842424,0.00842424,0.00842424,Kokkos::Cuda: backend fence after async free
"{'name': 'Kokkos::View::destruction [UnorderedMap - keys]', 'type': 'function'}",1024118826,348.0,regionprofile,0.000161333,0.000161333,0.000161333,0.000161333,2.0,2.0,2.0,2.0,8.7518e-05,8.7518e-05,8.7518e-05,8.7518e-05,Kokkos::View::destruction [UnorderedMap - keys]
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,349.0,regionprofile,7.3815e-05,7.3815e-05,7.3815e-05,7.3815e-05,6.0,6.0,6.0,6.0,7.3815e-05,7.3815e-05,7.3815e-05,7.3815e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::View::destruction [List of NodeIDs]', 'type': 'function'}",1024118826,351.0,regionprofile,7.595e-05,7.595e-05,7.595e-05,7.595e-05,1.0,1.0,1.0,1.0,4.4305e-05,4.4305e-05,4.4305e-05,4.4305e-05,Kokkos::View::destruction [List of NodeIDs]
"{'name': 'Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence', 'type': 'function'}",1024118826,352.0,regionprofile,3.1645e-05,3.1645e-05,3.1645e-05,3.1645e-05,3.0,3.0,3.0,3.0,3.1645e-05,3.1645e-05,3.1645e-05,3.1645e-05,Kokkos::Tools::invoke_kokkosp_callback: Kokkos Profile Tool Fence
"{'name': 'Kokkos::deep_copy: copy between contiguous views, pre view equality check', 'type': 'function'}",1024118826,354.0,regionprofile,3.5566e-05,3.5566e-05,3.5566e-05,3.5566e-05,3.0,3.0,3.0,3.0,3.5566e-05,3.5566e-05,3.5566e-05,3.5566e-05,"Kokkos::deep_copy: copy between contiguous views, pre view equality check"
"{'name': 'Kokkos::deep_copy: copy between contiguous views, post deep copy fence', 'type': 'function'}",1024118826,356.0,regionprofile,5.7587e-05,5.7587e-05,5.7587e-05,5.7587e-05,3.0,3.0,3.0,3.0,5.7587e-05,5.7587e-05,5.7587e-05,5.7587e-05,"Kokkos::deep_copy: copy between contiguous views, post deep copy fence"
